Player,Team,Season,Age,Squad,Comp,Country,MP,Starts,Starts_pct,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,xAG,npxG,xG+xAG,npxG+xAG,PrgP,PrgC,PrgR,Gls/90,Ast/90,G+A/90,xG/90,xAG/90,xG+xAG/90,xG_diff,xA_diff,Trend,NewLeague,SourceFile,Career_MP,Career_Starts,Career_Min,Career_90s,Career_Gls,Career_Ast,Career_G+A,Career_xG,Career_xAG,Career_xG+xAG,Career_npxG,Career_npxG+xAG,Career_Gls/90,Career_Ast/90,Career_G+A/90,Career_xG/90,Career_xAG/90,Career_xG+xAG/90
Emil Audero,Cremonese,2025-2026,28,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,Yes,serie_a_standard_stats\Cremonese\Emil_Audero.csv,226.0,226.0,20267.0,225.2,0.0,1.0,1.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Federico Ceccherini,Cremonese,2025-2026,33,Cremonese,1. Serie A,it ITA,1.0,0.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Cremonese\Federico_Ceccherini.csv,349.0,311.0,26533.0,294.8,11.0,1.0,12.0,6.3,2.4,0.0,6.3,8.7,0.04,0.0,0.04,0.05,0.02,0.06
Filippo Terracciano,Cremonese,2025-2026,22,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Cremonese\Filippo_Terracciano.csv,56.0,29.0,2829.0,31.4,0.0,2.0,2.0,0.7,2.4,0.0,0.7,3.0,0.0,0.06,0.06,0.02,0.08,0.1
Manuel De Luca,Cremonese,2025-2026,27,Cremonese,1. Serie A,it ITA,1.0,0.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Cremonese\Manuel_De_Luca.csv,153.0,95.0,8588.0,95.4,37.0,12.0,49.0,48.7,9.7,0.0,42.4,52.1,0.39,0.13,0.51,0.51,0.1,0.61
Martín Payero,Cremonese,2025-2026,26,Cremonese,1. Serie A,it ITA,1.0,0.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Cremonese\Martín_Payero.csv,123.0,69.0,6201.0,68.9,10.0,4.0,14.0,8.4,7.5,0.0,8.4,15.8,0.15,0.06,0.2,0.12,0.11,0.23
Matteo Bianchetti,Cremonese,2025-2026,32,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Cremonese\Matteo_Bianchetti.csv,299.0,276.0,25071.0,278.6,7.0,8.0,15.0,7.0,7.6,0.0,7.0,14.6,0.03,0.03,0.05,0.03,0.04,0.07
Warren Bondo,Cremonese,2025-2026,21,Cremonese,1. Serie A,it ITA,1.0,0.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Cremonese\Warren_Bondo.csv,91.0,48.0,4662.0,51.8,3.0,2.0,5.0,1.4,0.7,0.0,1.4,2.1,0.06,0.04,0.1,0.04,0.02,0.06
Cher Ndour,Fiorentina,2025-2026,21,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Fiorentina\Cher_Ndour.csv,35.0,12.0,1369.0,15.2,2.0,2.0,4.0,0.5,0.1,0.0,0.5,0.6,0.13,0.13,0.26,0.06,0.02,0.07
David de Gea,Fiorentina,2025-2026,34,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Fiorentina\David_de_Gea.csv,508.0,508.0,45658.0,507.3,0.0,1.0,1.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Dodô,Fiorentina,2025-2026,26,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Fiorentina\Dodô.csv,194.0,174.0,15480.0,172.0,5.0,21.0,26.0,2.6,8.8,0.0,2.6,11.4,0.03,0.12,0.15,0.03,0.12,0.15
Fabiano Parisi,Fiorentina,2025-2026,24,Fiorentina,1. Serie A,it ITA,1.0,0.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Fiorentina\Fabiano_Parisi.csv,126.0,95.0,8543.0,94.9,5.0,4.0,9.0,4.5,8.7,0.0,4.5,13.2,0.05,0.04,0.09,0.05,0.09,0.14
Luca Ranieri,Fiorentina,2025-2026,26,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Fiorentina\Luca_Ranieri.csv,166.0,149.0,13337.0,148.2,4.0,5.0,9.0,4.2,4.5,0.0,4.2,8.7,0.03,0.03,0.06,0.03,0.03,0.06
Marin Pongračić,Fiorentina,2025-2026,27,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Fiorentina\Marin_Pongračić.csv,145.0,124.0,11224.0,124.7,2.0,0.0,2.0,1.9,0.7,0.0,1.9,2.6,0.02,0.0,0.02,0.02,0.01,0.03
Mattia Viti,Fiorentina,2025-2026,23,Fiorentina,1. Serie A,it ITA,1.0,0.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Fiorentina\Mattia_Viti.csv,77.0,66.0,5814.0,64.6,3.0,0.0,3.0,2.2,0.3,0.0,2.2,2.5,0.05,0.0,0.05,0.03,0.0,0.04
Pablo Marí,Fiorentina,2025-2026,31,Fiorentina,1. Serie A,it ITA,1.0,0.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Fiorentina\Pablo_Marí.csv,251.0,236.0,20977.0,233.1,11.0,1.0,12.0,3.6,2.6,0.0,3.6,6.2,0.05,0.0,0.05,0.03,0.02,0.04
Pietro Comuzzo,Fiorentina,2025-2026,20,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Fiorentina\Pietro_Comuzzo.csv,38.0,25.0,2304.0,25.6,1.0,0.0,1.0,0.5,0.6,0.0,0.5,1.1,0.04,0.0,0.04,0.02,0.02,0.04
Robin Gosens,Fiorentina,2025-2026,31,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Fiorentina\Robin_Gosens.csv,331.0,260.0,23077.0,256.4,46.0,33.0,79.0,26.9,20.8,0.0,26.9,47.7,0.18,0.13,0.31,0.16,0.12,0.28
Alessandro Marcandalli,Genoa,2025-2026,22,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Genoa\Alessandro_Marcandalli.csv,46.0,42.0,3403.0,37.8,1.0,1.0,2.0,0.9,0.5,0.0,0.9,1.4,0.03,0.03,0.05,0.02,0.01,0.04
Brooke Norton-Cuffy,Genoa,2025-2026,21,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Genoa\Brooke_Norton-Cuffy.csv,113.0,75.0,6900.0,76.7,3.0,7.0,10.0,2.5,4.3,0.0,2.5,6.8,0.04,0.09,0.13,0.04,0.07,0.11
Jeff Ekhator,Genoa,2025-2026,18,Genoa,1. Serie A,it ITA,1.0,0.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Genoa\Jeff_Ekhator.csv,25.0,6.0,787.0,8.7,1.0,1.0,2.0,1.3,1.0,0.0,1.3,2.3,0.11,0.11,0.23,0.15,0.11,0.27
Johan Vásquez,Genoa,2025-2026,26,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Genoa\Johan_Vásquez.csv,183.0,163.0,14572.0,161.9,9.0,3.0,12.0,9.6,2.3,0.0,9.6,11.9,0.06,0.02,0.07,0.06,0.01,0.07
Junior Messias,Genoa,2025-2026,34,Genoa,1. Serie A,it ITA,1.0,0.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Genoa\Junior_Messias.csv,157.0,122.0,10790.0,119.9,27.0,13.0,40.0,25.3,13.5,0.0,24.4,37.9,0.23,0.11,0.33,0.21,0.11,0.32
Lorenzo Colombo,Genoa,2025-2026,23,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Genoa\Lorenzo_Colombo.csv,148.0,88.0,7674.0,85.3,22.0,5.0,27.0,24.3,7.1,0.0,22.0,29.1,0.26,0.06,0.32,0.29,0.08,0.37
Mikael Ellertsson,Genoa,2025-2026,23,Genoa,1. Serie A,it ITA,1.0,0.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Genoa\Mikael_Ellertsson.csv,105.0,65.0,5527.0,61.4,6.0,6.0,12.0,5.6,4.9,0.0,5.6,10.4,0.1,0.1,0.2,0.09,0.08,0.17
Morten Thorsby,Genoa,2025-2026,29,Genoa,1. Serie A,it ITA,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Genoa\Morten_Thorsby.csv,296.0,213.0,19027.0,211.4,23.0,14.0,37.0,14.9,8.7,0.0,14.9,23.6,0.11,0.07,0.18,0.11,0.06,0.17
Nicola Leali,Genoa,2025-2026,32,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Genoa\Nicola_Leali.csv,371.0,369.0,33158.0,368.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Patrizio Masini,Genoa,2025-2026,24,Genoa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Genoa\Patrizio_Masini.csv,52.0,39.0,3496.0,38.8,3.0,0.0,3.0,1.3,0.6,0.0,1.3,2.0,0.08,0.0,0.08,0.03,0.02,0.05
Vitinha,Genoa,2025-2026,25,Genoa,1. Serie A,it ITA,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Genoa\Vitinha.csv,109.0,61.0,5576.0,62.0,23.0,9.0,32.0,24.0,9.8,0.0,24.0,33.8,0.37,0.15,0.52,0.39,0.16,0.55
Abdou Harroui,Hellas Verona,2025-2026,27,Hellas Verona,1. Serie A,it ITA,1.0,0.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Hellas_Verona\Abdou_Harroui.csv,169.0,116.0,10434.0,115.9,20.0,16.0,36.0,16.4,11.1,0.0,15.6,26.7,0.17,0.14,0.31,0.19,0.13,0.33
Cheikh Tidiane Niasse,Hellas Verona,2025-2026,25,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Hellas_Verona\Cheikh_Tidiane_Niasse.csv,110.0,77.0,6882.0,76.5,1.0,5.0,6.0,0.4,0.1,0.0,0.4,0.5,0.01,0.07,0.08,0.04,0.01,0.05
Daniel Mosquera,Hellas Verona,2025-2026,25,Hellas Verona,1. Serie A,it ITA,1.0,0.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Hellas_Verona\Daniel_Mosquera.csv,126.0,62.0,6050.0,67.2,25.0,2.0,27.0,6.6,1.3,0.0,6.6,7.9,0.37,0.04,0.37,0.43,0.08,0.51
Daniel Oyegoke,Hellas Verona,2025-2026,22,Hellas Verona,1. Serie A,it ITA,1.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Hellas_Verona\Daniel_Oyegoke.csv,62.0,39.0,3707.0,41.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.03,0.0,0.03
Enzo Ebosse,Hellas Verona,2025-2026,26,Hellas Verona,1. Serie A,it ITA,1.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,Yes,serie_a_standard_stats\Hellas_Verona\Enzo_Ebosse.csv,86.0,59.0,5507.0,61.2,0.0,2.0,2.0,0.2,1.0,0.0,0.2,1.2,0.0,0.03,0.03,0.01,0.03,0.04
Lorenzo Montipò,Hellas Verona,2025-2026,29,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Hellas_Verona\Lorenzo_Montipò.csv,289.0,289.0,26010.0,289.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Rafik Belghali,Hellas Verona,2025-2026,23,Hellas Verona,1. Serie A,it ITA,1.0,0.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,Yes,serie_a_standard_stats\Hellas_Verona\Rafik_Belghali.csv,81.0,57.0,5328.0,59.2,9.0,5.0,14.0,2.5,1.1,0.0,2.5,3.5,0.15,0.08,0.24,0.11,0.05,0.15
Unai Núñez,Hellas Verona,2025-2026,28,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,Yes,serie_a_standard_stats\Hellas_Verona\Unai_Núñez.csv,180.0,164.0,14995.0,166.6,3.0,1.0,4.0,10.3,2.5,0.0,10.3,12.8,0.02,0.01,0.02,0.06,0.02,0.08
Victor Nelsson,Hellas Verona,2025-2026,26,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Hellas_Verona\Victor_Nelsson.csv,270.0,242.0,21897.0,243.3,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.0,0.01
Andy Diouf,Inter,2025-2026,22,Inter,1. Serie A,it ITA,1.0,0.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,Yes,serie_a_standard_stats\Inter\Andy_Diouf.csv,101.0,70.0,6085.0,67.6,2.0,5.0,7.0,4.7,4.2,0.0,4.7,8.9,0.03,0.07,0.1,0.12,0.1,0.22
Carlos Augusto,Inter,2025-2026,26,Inter,1. Serie A,it ITA,1.0,0.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Inter\Carlos_Augusto.csv,186.0,143.0,13482.0,149.8,15.0,12.0,27.0,12.7,13.1,0.0,12.7,25.8,0.1,0.08,0.18,0.09,0.09,0.18
Luis Henrique,Inter,2025-2026,23,Inter,1. Serie A,it ITA,1.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Inter\Luis_Henrique.csv,139.0,70.0,6953.0,77.3,12.0,16.0,28.0,11.8,10.4,0.0,11.8,22.2,0.16,0.21,0.36,0.15,0.13,0.29
Piotr Zieliński,Inter,2025-2026,31,Inter,1. Serie A,it ITA,1.0,0.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Inter\Piotr_Zieliński.csv,390.0,259.0,23676.0,263.1,44.0,49.0,93.0,29.5,31.9,0.0,27.1,59.1,0.17,0.19,0.35,0.15,0.17,0.32
Yann Sommer,Inter,2025-2026,36,Inter,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Inter\Yann_Sommer.csv,522.0,521.0,46665.0,518.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
João Mário Lopes,Juventus,2025-2026,25,Juventus,1. Serie A,it ITA,1.0,0.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Juventus\João_Mário_Lopes.csv,117.0,87.0,7510.0,83.4,5.0,13.0,18.0,3.5,14.8,0.0,3.5,18.3,0.06,0.16,0.22,0.04,0.18,0.22
Michele Di Gregorio,Juventus,2025-2026,28,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Juventus\Michele_Di_Gregorio.csv,201.0,201.0,17961.0,199.6,0.0,2.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.01,0.01,0.0,0.0,0.0
Teun Koopmeiners,Juventus,2025-2026,27,Juventus,1. Serie A,it ITA,1.0,0.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Juventus\Teun_Koopmeiners.csv,250.0,228.0,20406.0,226.7,65.0,26.0,91.0,44.8,30.2,0.0,20.9,51.1,0.29,0.11,0.4,0.23,0.15,0.38
Weston McKennie,Juventus,2025-2026,26,Juventus,1. Serie A,it ITA,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Juventus\Weston_McKennie.csv,231.0,174.0,15562.0,172.9,15.0,19.0,34.0,20.9,19.4,0.0,20.9,40.4,0.09,0.11,0.2,0.12,0.11,0.23
Adam Marušić,Lazio,2025-2026,32,Lazio,1. Serie A,it ITA,1.0,0.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Adam_Marušić.csv,379.0,334.0,29823.0,331.4,35.0,20.0,55.0,11.5,10.3,0.0,11.5,21.8,0.11,0.06,0.17,0.05,0.05,0.1
Boulaye Dia,Lazio,2025-2026,28,Lazio,1. Serie A,it ITA,1.0,0.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Boulaye_Dia.csv,189.0,143.0,12612.0,140.1,58.0,16.0,74.0,47.2,15.6,0.0,40.9,56.5,0.41,0.11,0.53,0.34,0.11,0.45
Danilo Cataldi,Lazio,2025-2026,30,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Danilo_Cataldi.csv,291.0,189.0,17233.0,191.5,15.0,14.0,29.0,5.1,10.6,0.0,5.1,15.7,0.08,0.07,0.15,0.04,0.09,0.13
Fisayo Dele-Bashiru,Lazio,2025-2026,24,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Fisayo_Dele-Bashiru.csv,122.0,77.0,7144.0,79.4,16.0,6.0,22.0,1.2,0.8,0.0,1.2,2.0,0.2,0.08,0.28,0.08,0.06,0.14
Ivan Provedel,Lazio,2025-2026,31,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Lazio\Ivan_Provedel.csv,300.0,298.0,26822.0,298.0,1.0,0.0,1.0,0.7,1.4,0.0,0.7,2.0,0.0,0.0,0.0,0.0,0.01,0.01
